Industry,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance
Manufacturing,2016,979.2,1.7,339.9,4.4,27.2,40.9,11.1,29.4
Manufacturing,2017,1001.2,4.8,1012.7,2.2,29.2,42.5,15,30.2
Manufacturing,2018,1118.2,7.8,1331.7,11.7,32,45.4,19.7,30.9
Manufacturing,2019,1346.9,9.6,1730.1,20.5,31.2,44.3,20.6,28.7
Manufacturing,2020,1460.6,12.9,1932.6,8.4,31.2,44.5,20.4,28.8
Manufacturing,2021,1425.5,9.7,2975.7,-2.4,33.6,45.7,22.3,32.7
Manufacturing,2022,1356.2,14.3,2822.4,-4.9,35.2,47.4,23.9,34.4
Manufacturing,2023,1380,11.7,1397.4,1.8,37.3,51.7,25.8,34.5
Manufacturing,2024,1330.5,14.6,2054.6,-3.6,37.8,53.2,29,31.4
Manufacturing,2025,1389.8,16.7,4286,4.5,38.5,55,26.3,34.3
Finance,2015,784.6,15.8,1944.1,,52.7,50.6,75.1,32.4
Finance,2016,778.4,14.2,1340.6,-0.8,53.6,51.1,76.4,33.4
Finance,2017,820.2,15.7,1709.8,5.4,54.9,51.7,76.2,36.7
Finance,2018,912.2,15.6,1139.5,11.2,56.1,54.4,74.1,39.9
Finance,2019,743.4,15.9,1164.3,-18.5,56.4,53.3,72.9,43.1
Finance,2020,804.9,16.5,2325.2,8.3,56.4,53,75.2,41.1
Finance,2021,849.3,17.9,1963.6,5.5,57.1,52.1,75.6,43.6
Finance,2022,864.5,16.5,1373.5,1.8,57.6,49.1,78,45.8
Finance,2023,1034.4,16.1,3252.8,19.6,58.1,51.2,80.4,42.7
Finance,2024,1023,14.4,2150.1,-1.1,58.4,53,78.1,44
Finance,2025,1073.9,12.4,2168.6,5,59.5,53,77.4,48.1
Retail,2015,1574.7,7.5,2370.1,,66.7,54.7,78.6,66.8
Retail,2016,1624.6,7.9,1707.1,3.2,67.1,56.3,78.4,66.4
Retail,2017,1668.7,7.7,1408.5,2.7,68.4,57.5,79.1,68.5
Retail,2018,1733.8,6.1,1531,3.9,68.7,57.5,79.8,68.8
Retail,2019,1709.1,6.9,2159.3,-1.4,69,57.1,79.5,70.4
Retail,2020,1600.2,5.3,1838.6,-6.4,70.1,59.2,76.6,74.5
Retail,2021,1507.9,7.1,1494.6,-5.8,72.8,65,75.9,77.6
Retail,2022,1686.1,4.2,1644.6,11.8,74.4,66.6,78.2,78.4
Retail,2023,1794.4,5.7,2126.7,6.4,74,68.1,80.1,73.9
Retail,2024,1689.2,4.7,1506.5,-5.9,73.8,69.6,79.8,71.9
Retail,2025,1722.7,4.8,1885.5,2,75.5,74.7,78.2,73.7
Transportation,2015,410.9,10.6,793.2,,45.6,9,53.7,74.3
Transportation,2016,423.4,9.4,534,3.1,47.2,12.2,53.8,75.5
Transportation,2017,474.8,9.4,486.9,12.1,48,12.9,53.8,77.3
Transportation,2018,487.7,14.5,868.5,2.7,47.4,12.7,50.9,78.6
Transportation,2019,520.9,16.2,1048.3,6.8,48.1,13.5,52.9,77.9
Transportation,2020,514.5,16.3,1609,-1.2,49.6,14.6,53.6,80.7
Transportation,2021,574.6,16.1,1218.1,11.7,49.6,14.1,51.1,83.6
Transportation,2022,674.9,15.7,2054.5,17.5,52.1,18.9,51.3,86.3
Transportation,2023,738.9,17.3,1810.5,9.5,52.9,19.1,53,86.6
Transportation,2024,771.5,16.7,2066.4,4.4,53.3,21.7,50.9,87.3
Transportation,2025,797.5,16.5,1143,3.4,55.3,22.6,50.4,93.1
Utilities,2015,729.6,7,420.4,,60.2,60,56.4,64.2
Utilities,2016,778.2,4.9,552,6.7,61,62.3,57.8,63
Utilities,2017,827.6,5.1,442.5,6.4,61.7,66,56,63.2
Utilities,2018,773.9,5.2,541.2,-6.5,61.1,66.5,55.2,61.7
Utilities,2019,809.9,3.7,360.8,4.7,63.4,70.4,56.2,63.7
Utilities,2020,847.1,0.7,48,4.6,64.2,68.1,60.9,63.4
Utilities,2021,900.5,0.1,14,6.3,65,66.6,63.2,65.1
Utilities,2022,843.7,0.3,33.1,-6.3,67.8,69,67.4,67
Utilities,2023,975.9,2.8,362.2,15.7,69.1,71.6,67.5,68.3
Utilities,2024,1046.4,2,289.2,7.2,70.8,75.7,68.6,68
Utilities,2025,1241.9,0.9,161.3,18.7,69.3,73.9,66.6,67.3
Transportation,2015,614.3,14.6,1350,,59.4,29.2,73.7,75.5
Transportation,2016,644.8,17.8,2126.9,5,58.1,27.1,72.3,74.8
Transportation,2017,655.5,17.4,1459.3,1.7,58.7,26.9,73.9,75.2
Transportation,2018,635.7,17.8,1911.5,-3,60.1,28.5,75.2,76.6
Transportation,2019,678.3,19,1280,6.7,58.1,26.8,74,73.6
Transportation,2020,617.1,14.2,1520.4,-9,60.2,30.8,77,72.7
Transportation,2021,665.5,17,1868.2,7.8,61.4,31.6,77.3,75.2
Transportation,2022,651.1,19.3,2307.9,-2.2,61.1,30.6,75.2,77.7
Transportation,2023,711.5,20.7,2874,9.3,63.9,33.2,78,80.4
Transportation,2024,719.7,22.2,1280.5,1.1,64.9,32.7,79.5,82.6
Transportation,2025,715.1,21.8,1444.8,-0.6,65.2,36.7,79.5,79.3
Retail,2015,1464,4.3,758.9,,34.5,50.3,38.3,14.9
Retail,2016,1491.9,5.6,1067.7,1.9,35.6,51.7,40.2,15
Retail,2017,1569.7,6.2,1527.9,5.2,38.2,54.2,43.1,17.4
Retail,2018,1954.1,5.2,1289.5,24.5,36.9,52.4,42.2,16.1
Retail,2019,2216.2,8,2050.3,13.4,38.1,53.8,44.1,16.4
Retail,2020,2115.8,13.2,4865.1,-4.5,38.2,54.8,40.5,19.3
Retail,2021,2429.3,11.8,6282.4,14.8,39.1,56.4,40.8,20
Retail,2022,2674.8,13.6,8977.6,10.1,40.5,59.3,41,21.2
Retail,2023,2692.5,11,3767.2,0.7,41.7,60.7,41.4,23
Retail,2024,2994.5,13.4,5322.8,11.2,43.4,62.7,44.1,23.5
Retail,2025,3143.5,14.5,6858.4,5,44.3,65.9,42.6,24.3
Technology,2015,5151.9,13.6,24452.6,,84.1,91.5,75.8,84.9
Technology,2016,6207,15.7,22579.4,20.5,84,90.7,73.9,87.2
Technology,2017,7117,17,27021.9,14.7,85,91.2,77.5,86.4
Technology,2018,8148.3,20.6,38303,14.5,85,88.2,81,85.7
Technology,2019,9466.2,22.6,60896,16.2,84.2,86.5,82.2,84
Technology,2020,11603.8,23.7,67530,22.6,84.5,88.2,80.9,84.3
Technology,2021,12852.9,21.2,80516.4,10.8,86.5,92.8,78.2,88.4
Technology,2022,15156.3,20.2,54168.9,17.9,87.3,97.3,76.4,88.3
Technology,2023,17463.2,20.1,78900.1,15.2,87.4,97.7,78.1,86.5
Technology,2024,21038.7,23.9,113490.6,20.5,89.6,100,78.2,90.7
Technology,2025,24884.9,27.2,234060.3,18.3,90.5,99.7,79,92.8
Manufacturing,2015,2365.2,10.7,2926.8,,44.4,31,32.2,70.1
Manufacturing,2016,2382.1,8.6,3034.8,0.7,44.5,31.6,30.7,71.2
Manufacturing,2017,2376.3,10.2,3095.7,-0.2,43.5,32.6,28.7,69.2
Manufacturing,2018,2574.4,8.4,2596.6,8.3,42.5,34,25.5,67.9
Manufacturing,2019,2608.9,5.9,2175.5,1.3,42.8,35.1,26.3,66.8
Manufacturing,2020,2679.4,4.7,2256.9,2.7,45.2,34,31.8,69.7
Manufacturing,2021,2579.9,2.5,1155.2,-3.7,45.4,35.7,29.9,70.7
Manufacturing,2022,2756.6,3.8,1191,6.9,45.8,34,33.4,70.1
Manufacturing,2023,3007.2,6.8,2155.6,9.1,48.5,41.1,34.2,70.3
Manufacturing,2024,3150.3,8.5,2409.6,4.8,50.3,40.8,37.1,72.8
Manufacturing,2025,3138.4,6.7,4107.1,-0.4,52.9,40.9,40.1,77.6
Manufacturing,2015,2684.5,15.9,6539.3,,55,56.4,57,51.4
Manufacturing,2016,2738.8,17.1,9415.3,2,54.7,56.6,53.2,54.2
Manufacturing,2017,2940.6,17.8,9608,7.4,56.5,58,55.2,56.3
Manufacturing,2018,3473.7,23.2,12784.1,18.1,57.3,58.7,56.1,57
Manufacturing,2019,3327.8,18.8,5130.2,-4.2,57.9,57.5,56.8,59.4
Manufacturing,2020,3661.5,19.7,11157,10,61.6,62,58.8,63.9
Manufacturing,2021,3954,20.4,12497,8,60.4,62.9,54.6,63.9
Manufacturing,2022,3712.1,19.4,13170.2,-6.1,59,62.8,52.6,61.7
Manufacturing,2023,3710,17.8,6517.7,-0.1,59.7,64.3,54.5,60.2
Manufacturing,2024,3652.8,22,9279.1,-1.5,59.3,66.8,52.4,58.8
Manufacturing,2025,3772.6,20.1,11732.5,3.3,60.6,65.9,56.5,59.3
Manufacturing,2015,1576.7,5.2,1146,,73.6,81.2,95.6,44.1
Manufacturing,2016,1829.7,7.3,1689.6,16,75.6,83.8,98.9,44.1
Manufacturing,2017,1940.8,8.9,2826.2,6.1,74.3,82.1,96.1,44.7
Manufacturing,2018,1933.2,8.4,2820.4,-0.4,76,82.9,98.8,46.3
Manufacturing,2019,2004.3,10.5,1913.4,3.7,76.5,80.6,98.6,50.4
Manufacturing,2020,2227.7,10.2,3393.3,11.1,77.6,81.6,98.5,52.5
Manufacturing,2021,2416.9,12.7,5777.4,8.5,78.3,83.8,100,51
Manufacturing,2022,2382.1,14.5,3377.5,-1.4,79,86.5,100,50.5
Manufacturing,2023,2442,13.4,5673.4,2.5,78.8,87.7,100,48.8
Manufacturing,2024,2500.3,12.6,5073,2.4,80.5,87.9,100,53.6
Manufacturing,2025,2463,13.2,3972.4,-1.5,79.9,86.8,100,52.8
Consumer Goods,2015,965.9,9.5,1660,,36.8,37.3,54.2,18.8
Consumer Goods,2016,1037.9,7.1,980.6,7.5,36,36.1,53.7,18
Consumer Goods,2017,1086.3,6.8,1430.8,4.7,36.5,38.3,53.1,18.2
Consumer Goods,2018,1174.4,5.7,892.6,8.1,35.9,37.5,52.6,17.8
Consumer Goods,2019,1176.7,5.6,957.4,0.2,36.6,36.6,54.4,19
Consumer Goods,2020,1159.9,5.5,1081.9,-1.4,39.3,40.1,57,20.7
Consumer Goods,2021,1108.3,4.8,879.8,-4.4,40,43.7,56.1,20.2
Consumer Goods,2022,1097.2,8.9,1381.4,-1,39.3,42.8,56.3,18.8
Consumer Goods,2023,1206.9,10.3,1624.4,10,39.3,46.5,53.5,17.9
Consumer Goods,2024,1282.8,7.8,1962.6,6.3,40.6,47.2,55.2,19.4
Consumer Goods,2025,1234,8.8,2444.8,-3.8,41.5,50.1,54.8,19.5
Consumer Goods,2015,376.5,15.9,608.4,,56.2,37.8,56.4,74.5
Consumer Goods,2016,427.6,11,697.6,13.6,56.6,39.4,57.3,73.2
Consumer Goods,2017,490.2,12.4,1467.3,14.6,57.2,42.6,56.1,72.8
Consumer Goods,2018,545.7,12.4,717.8,11.3,57.4,44.2,56.1,71.8
Consumer Goods,2019,663.2,9,1461.4,21.5,56.2,45.1,54.2,69.3
Consumer Goods,2020,651.1,8.7,733.3,-1.8,58.4,48.8,55.8,70.6
Consumer Goods,2021,781.5,10.5,1899.9,20,59.6,53.8,54.4,70.5
Consumer Goods,2022,909.2,10.1,2169.3,16.3,60.5,53.5,55.1,72.8
Consumer Goods,2023,1073.6,7.7,1577.4,18.1,60.5,54.1,54.2,73.3
Consumer Goods,2024,1216.6,7.4,1456,13.3,60.7,58.4,50.7,72.9
Consumer Goods,2025,1305.6,7.2,1891.5,7.3,61.8,64.4,47.9,73.1
Technology,2015,7632.8,17.4,44796.8,,78.9,93.8,58.4,84.4
Technology,2016,8500.4,19.1,53492.8,11.4,78.8,95.2,57.7,83.6
Technology,2017,9997.3,18.2,43188.8,17.6,81.2,100,58.7,84.8
Technology,2018,10956.3,18.9,34235.4,9.6,82.4,99,64.2,84
Technology,2019,11287.1,18.7,42548.5,3,81.5,97.7,65.2,81.6
Technology,2020,12467.2,15.3,34612.2,10.5,82.7,96.7,67.9,83.6
Technology,2021,13933,15.1,36790.4,11.8,85,100,69,85.9
Technology,2022,15517.6,12.7,36014.6,11.4,85.9,100,69.6,88.1
Technology,2023,17701.1,11.8,58846.9,14.1,88.2,100,73.2,91.3
Technology,2024,16947.4,13,43227.4,-4.3,86,96.6,72,89.5
Technology,2025,19224.2,13.3,46957.7,13.4,87.7,100,69.1,94
Healthcare,2015,3064.1,16,8522.7,,27.2,50.5,27.7,3.4
Healthcare,2016,3416,16.8,9952.6,11.5,26.8,48.7,30,1.7
Healthcare,2017,3128.9,13.6,6578.1,-8.4,28.9,50.8,34.8,1
Healthcare,2018,3413.8,16.3,5580.4,9.1,30.6,51.4,37.9,2.6
Healthcare,2019,3855.2,15.6,12641.2,12.9,31.4,49.9,39.3,5
Healthcare,2020,4216.4,16.9,14770,9.4,34.3,54.1,42,6.7
Healthcare,2021,3939.9,19,16707.8,-6.6,34,55.6,43.6,2.6
Healthcare,2022,4207.1,22,17688.8,6.8,33.9,54.8,43.9,2.9
Healthcare,2023,4499.2,20.8,13767.8,6.9,34,54.7,45.7,1.6
Healthcare,2024,5516,26.3,24418.3,22.6,35.1,58,46.4,0.8
Healthcare,2025,5191.5,25.2,30706.1,-5.9,36.1,57.2,48.9,2.3
Retail,2015,1032.2,1.6,368.3,,62.1,66.5,68,51.9
Retail,2016,854.5,2.3,206.3,-17.2,61.1,68.9,64.5,49.8
Retail,2017,731.9,2.5,214.6,-14.3,62.7,68.5,65.8,53.8
Retail,2018,674.6,1.6,217.4,-7.8,63.2,67,67.5,55
Retail,2019,673.8,0,1.8,-0.1,62.3,68.2,63.5,55.3
Retail,2020,555.8,2.4,154.1,-17.5,62.8,67.6,65.1,55.8
Retail,2021,408.8,-0.3,1051.9,-26.5,63.4,69.5,66.6,54
Retail,2022,375.4,-1.1,850.8,-8.2,66,71.8,67.8,58.4
Retail,2023,313,-1.8,1403.2,-16.6,66.3,74,66.3,58.7
Retail,2024,266.8,-1.1,578.7,-14.8,67.5,75.2,68.2,59.1
Retail,2025,247.2,-1.2,1180.6,-7.3,68,75.6,67.6,60.7
Healthcare,2015,1126.4,16.7,2840.7,,52,58.9,52.2,44.9
Healthcare,2016,1201.8,12.7,3064.6,6.7,52.8,61.1,54.6,42.6
Healthcare,2017,1326.6,15,2138.1,10.4,54.4,60.9,56.4,46
Healthcare,2018,1550.2,15.1,3651.7,16.9,58.6,64.7,62.5,48.7
Healthcare,2019,1605.3,16.4,5985,3.6,60.5,68.4,61.5,51.7
Healthcare,2020,1604.8,17.1,5292.4,0,63.6,72.2,64.1,54.5
Healthcare,2021,1805.9,18.3,4386.8,12.5,65.9,73.7,66.8,57.3
Healthcare,2022,1944.4,18,7988.3,7.7,66.8,76.8,66,57.6
Healthcare,2023,1926.8,23.1,7715.7,-0.9,69.6,77.7,67.8,63.2
Healthcare,2024,1978.5,22.2,9264.6,2.7,69.5,77.4,67.8,63.3
Healthcare,2025,2234.8,21.1,10121.9,13,71.5,77,70.5,67.2
Finance,2015,5686.9,7.9,5536.6,,72.6,72.1,78.3,67.4
Finance,2016,6253.3,5.7,3290.7,10,74.4,73.1,78.9,71.2
Finance,2017,7580.8,4.2,3784.3,21.2,75.4,74.1,82.2,69.8
Finance,2018,9297.7,0.5,529.6,22.6,76.3,76.1,81.2,71.6
Finance,2019,10805.5,0.4,422.9,16.2,76.4,76.8,80.5,71.8
Finance,2020,11744.4,0.8,1413.4,8.7,77.1,76.4,79.9,74.8
Finance,2021,12139.4,4.3,9995.1,3.4,77.1,79,79.6,72.7
Finance,2022,14058.9,1.2,1921.6,15.8,79.6,82.5,80.6,75.6
Finance,2023,15929.8,3.1,9588.8,13.3,81.4,84.1,84,76.2
Finance,2024,19744.7,2.6,4300.1,23.9,81.8,84.5,85.7,75.3
Finance,2025,20162.6,3.3,9098,2.1,80.9,81.9,83.8,77
Manufacturing,2015,1409.5,6.4,1932.1,,48.2,45.5,35.3,63.8
Manufacturing,2016,1347.2,11.1,3280.6,-4.4,48.8,46.9,33.1,66.5
Manufacturing,2017,1416.9,12.5,3008.5,5.2,48.1,46.5,29.5,68.3
Manufacturing,2018,1467.3,11.6,2586.4,3.6,48.3,47.2,29.2,68.5
Manufacturing,2019,1508.7,11.9,2126.3,2.8,49.8,48.3,32.9,68.3
Manufacturing,2020,1720.1,12.3,1960.8,14,52.2,52,38.5,66.1
Manufacturing,2021,1886.3,12.8,2550.3,9.7,54.2,55.9,40.2,66.7
Manufacturing,2022,2113.3,14.3,6230.3,12,54.2,55.8,40.2,66.5
Manufacturing,2023,2201.5,17,3875.7,4.2,55.1,55.6,44.9,64.9
Manufacturing,2024,2228.2,15.6,6152.5,1.2,59.4,58.2,49.4,70.6
Manufacturing,2025,2420.5,18.8,4658.4,8.6,59.1,59.6,46.9,70.7
Utilities,2015,1150.3,5.9,1012.5,,50,61.1,31.4,57.7
Utilities,2016,1157.7,5.2,602.3,0.6,51.9,63.1,34.4,58.2
Utilities,2017,1247.3,3.1,473.6,7.7,52.1,64.3,32.3,59.6
Utilities,2018,1293,2,243.7,3.7,56.3,72.1,33.7,63.2
Utilities,2019,1517.4,0.4,74.4,17.4,56.4,74.6,28.9,65.8
Utilities,2020,1601.5,3.7,689.2,5.5,56.4,76.8,24.1,68.3
Utilities,2021,1429.3,3.5,628.7,-10.8,57.2,76.7,22.4,72.5
Utilities,2022,1468.9,2.7,388.5,2.8,57.8,81.6,20.4,71.4
Utilities,2023,1789.9,2.5,662.9,21.9,57.9,82.4,17.8,73.5
Utilities,2024,1967.1,1,263.1,9.9,58.6,82.2,18,75.6
Utilities,2025,1721.6,1.4,322.5,-12.5,59.6,84.7,19.8,74.3
Energy,2015,2370.8,15.9,5347.7,,22.8,24.3,31.5,12.7
Energy,2016,2131.9,12.5,3991.8,-10.1,23.5,22.2,32.8,15.4
Energy,2017,1934.5,17.8,5745.5,-9.3,24.2,22.4,35.9,14.1
Energy,2018,1763.3,18.1,5691.1,-8.9,25.7,22.1,36.8,18.1
Energy,2019,1360.9,14.5,2732,-22.8,26.5,24.3,40.1,15.1
Energy,2020,993,12.9,2134.6,-27,25.9,25.5,38.6,13.6
Energy,2021,748,9.4,833.3,-24.7,26.3,27.3,39.8,11.9
Energy,2022,568.9,8.6,437.7,-23.9,26.3,28.5,39.7,10.8
Energy,2023,460,8.8,532.5,-19.1,26.8,31.8,39.6,9
Energy,2024,465,16.9,1156.1,1.1,27.1,32.9,42.8,5.7
Energy,2025,392.1,22.3,1287.1,-15.7,28,31,46.4,6.5
Healthcare,2015,799.2,20.1,3627.5,,58.3,42.8,81.3,50.8
Healthcare,2016,754.8,24.4,1906.6,-5.6,58.9,42.9,81.6,52.3
Healthcare,2017,803,18.3,2930.7,6.4,60.1,45.7,79.5,55
Healthcare,2018,750.7,17.7,3301.3,-6.5,60.1,47.3,75.7,57.4
Healthcare,2019,784.2,16.1,1947.7,4.5,61.2,48,74.1,61.4
Healthcare,2020,777.7,18,3381.5,-0.8,62.1,48,76.2,62.1
Healthcare,2021,731.6,15.2,2314.2,-5.9,61.9,45.6,75.8,64.4
Healthcare,2022,723.5,18.1,2118.7,-1.1,62.7,47.8,76.1,64.2
Healthcare,2023,678,19.8,1347.3,-6.3,63.2,48,78.8,62.8
Healthcare,2024,685.8,23.6,2348.5,1.1,64.8,48.7,80.3,65.4
Healthcare,2025,710.2,17,1408.2,3.6,66.2,52.8,78.5,67.2
Retail,2015,1447,10.8,3775.6,,57.8,67.9,91.2,14.3
Retail,2016,1570.6,10.1,2232.7,8.5,58.5,69,93.4,13.3
Retail,2017,1771.2,10.8,2053.3,12.8,59.4,71.7,93.6,13
Retail,2018,1694.8,9.9,2568,-4.3,58.4,71.1,93.8,10.2
Retail,2019,1917.9,12,3333.6,13.2,59.6,70.7,95.4,12.7
Retail,2020,1980.3,9.6,4202.8,3.3,58.2,73.2,90,11.5
Retail,2021,2161.7,11.3,5543.4,9.2,59,74.4,90.9,11.6
Retail,2022,2123.5,14.4,4338.6,-1.8,60.8,76.2,91.1,15.2
Retail,2023,2357.7,12.6,4937.6,11,61.2,75.7,92.5,15.4
Retail,2024,2502.5,13.8,5245.8,6.1,61.9,76.4,96.5,12.9
Retail,2025,2430.5,13.7,4555.3,-2.9,60.9,75.8,95.5,11.3
Utilities,2015,788.2,5.4,421.3,,28.7,63.3,9.6,13.4
Utilities,2016,887.6,6.3,689.1,12.6,29.8,63.7,10.1,15.8
Utilities,2017,1010.3,5.6,561.7,13.8,30,61.8,10.4,17.9
Utilities,2018,1178.8,5.2,919.1,16.7,31.8,64.3,10.7,20.4
Utilities,2019,1234.2,6.9,1144.1,4.7,31,62.6,9.7,20.7
Utilities,2020,1398.7,4.8,741,13.3,32.8,63.7,10.4,24.3
Utilities,2021,1875.3,5.9,1007.6,34.1,34.6,65.8,11.9,26.1
Utilities,2022,2077.3,5.7,1176.6,10.8,35.1,65.4,11.1,28.6
Utilities,2023,1727.1,5.7,1315.8,-16.9,35.4,62.7,14.4,29
Utilities,2024,1834.8,8.2,1591.9,6.2,37,62.8,17.3,30.9
Utilities,2025,1910.2,8.8,2180.9,4.1,38.8,60.6,22.4,33.4
Retail,2015,856.1,1.4,196.4,,55.3,68,46.2,51.7
Retail,2016,951.3,0.5,112.2,11.1,54.7,66.8,46.7,50.5
Retail,2017,918.9,-0.1,3762.6,-3.4,54.2,66.1,46,50.5
Retail,2018,977.7,0.3,29.5,6.4,55.8,68.7,46.1,52.6
Retail,2019,1074.8,0.1,22.3,9.9,56.7,69.2,47.8,53.1
Retail,2020,1133.6,-2.6,699,5.5,57.1,70.5,49.1,51.6
Retail,2021,1251.2,-3.1,2638.5,10.4,56.9,70.5,47.4,52.9
Retail,2022,1333.1,-2.8,5856.3,6.5,57.8,69.4,47.4,56.6
Retail,2023,1458.2,-1.5,852.4,9.4,57.7,68,46.8,58.3
Retail,2024,1598.1,-0.2,3499.2,9.6,57.9,67.2,49.6,56.9
Retail,2025,1871.7,0.5,160.5,17.1,60.4,72.3,49.8,58.9
Energy,2015,903.5,2.4,212.1,,36.4,39.6,47.2,22.5
Energy,2016,993.1,1.8,199.1,9.9,36.1,40.3,44.5,23.4
Energy,2017,1014.9,0.4,50.4,2.2,35.7,41.5,44.5,21
Energy,2018,1015.8,0.7,94.5,0.1,38.3,44.7,46.3,23.9
Energy,2019,993.2,3.4,560.6,-2.2,39.5,46.9,45.4,26.1
Energy,2020,1023.6,2.7,547.9,3.1,40.3,49.2,46.1,25.7
Energy,2021,1030.7,10.7,1752.3,0.7,40.2,49.2,46.1,25.2
Energy,2022,1149.7,7.9,1624.8,11.5,39.9,49,46.6,24.2
Energy,2023,1254.8,2.4,523.8,9.1,43.5,54.1,49.3,27
Energy,2024,1510.5,5.6,1456.2,20.4,41.4,52.8,46.5,24.9
Energy,2025,1608.2,8.5,1876.3,6.5,43.7,56.5,44.1,30.6
Finance,2015,3892.6,19.1,12361.9,,65.3,99.4,65.3,31.1
Finance,2016,3903.1,20.2,9889.7,0.3,63.4,99.8,61.1,29.3
Finance,2017,3904.9,22.6,15892.5,0,61.6,97.6,61.4,25.8
Finance,2018,3687.7,21.6,14440.6,-5.6,61,97.9,58.6,26.5
Finance,2019,4282.8,19,13520.9,16.1,61,96.2,60.3,26.4
Finance,2020,4201.1,19.1,6625.5,-1.9,63.3,97.2,61.2,31.5
Finance,2021,4178.8,20.3,9771.8,-0.5,62.4,96.9,59.8,30.5
Finance,2022,4079.3,16.1,9125.2,-2.4,62.1,98.4,59.3,28.5
Finance,2023,4600.2,16.5,6328,12.8,62.4,99.2,59.6,28.4
Finance,2024,4741.9,14.1,12171.6,3.1,62.4,99.7,58.5,28.8
Finance,2025,4425.9,8.5,4387.8,-6.7,63.3,100,58.9,30.9
Manufacturing,2015,602.6,11.5,1306.5,,61.6,53.2,64.1,67.6
Manufacturing,2016,557.4,11,935.3,-7.5,63.6,55.4,66.6,68.9
Manufacturing,2017,523,12.3,525.9,-6.2,64.4,57.2,68.5,67.6
Manufacturing,2018,457.7,9,668.2,-12.5,64.4,55.2,69.5,68.7
Manufacturing,2019,456.6,11.3,486.2,-0.2,64.8,57.2,68.3,69.1
Manufacturing,2020,433,10.4,858.4,-5.2,66,60,66.2,71.8
Manufacturing,2021,437.4,8,335.6,1,66.2,61.4,65.7,71.5
Manufacturing,2022,425.8,9.1,670.4,-2.7,66.6,62.1,65.7,72
Manufacturing,2023,370.7,9.2,426.7,-12.9,68.3,64.2,66.6,74.1
Manufacturing,2024,351.4,10.2,536.3,-5.2,69.1,65.7,66.8,74.8
Manufacturing,2025,329.1,9.6,642.7,-6.3,71.5,68.1,70.7,75.8
Technology,2015,4953.1,20.2,16948.3,,65,86.5,47.3,61.1
Technology,2016,5453.2,22,19469.8,10.1,64.9,86,47.1,61.7
Technology,2017,5702.3,22.4,41450.2,4.6,65.3,85.8,48,62
Technology,2018,5892.3,23.5,38698,3.3,65.4,86.4,47.3,62.4
Technology,2019,6367.8,24.8,30023.8,8.1,66.4,89.2,48.9,61.1
Technology,2020,6637.7,25.9,48844.7,4.2,68.9,91.5,50.9,64.1
Technology,2021,7147.2,29.9,64496.5,7.7,69,90.1,49.9,67.1
Technology,2022,8816.1,32.9,57134.4,23.4,69.9,92.8,49.6,67.2
Technology,2023,9584,31.4,105029,8.7,72.1,98.4,48.5,69.5
Technology,2024,9963.9,33.3,95041.9,4,71,99,47.2,66.8
Technology,2025,11225.3,33.2,97669.6,12.7,72.3,100,49.9,67
Healthcare,2015,1644.6,20,7114.9,,55.5,73.8,64.6,28.2
Healthcare,2016,1934.6,18.3,7053.6,17.6,56.8,74,67.7,28.8
Healthcare,2017,2205.3,16.8,4741.8,14,58.7,77.7,69.4,29
Healthcare,2018,2230.6,20.6,8727.3,1.1,59.7,77.7,70.2,31.2
Healthcare,2019,2634.3,18.8,5755.8,18.1,60.2,79,69.8,31.8
Healthcare,2020,2834.8,16.4,7906,7.6,60.7,81.1,69.5,31.5
Healthcare,2021,3354.3,14.9,12112.2,18.3,62.2,81.3,70.4,34.8
Healthcare,2022,3993.8,14.1,9221.1,19.1,61.2,81,71.2,31.4
Healthcare,2023,4489.5,11.4,10730.4,12.4,60.5,79.1,71.3,31
Healthcare,2024,5507.7,6.7,5270.1,22.7,59.9,78.1,69.4,32.3
Healthcare,2025,6212.6,10.6,15295.3,12.8,60.9,78.8,71.1,32.9
Energy,2015,1162,15.1,2046.5,,70.8,73.5,45.7,93.2
Energy,2016,945.1,13,1669.6,-18.7,70.7,72.1,46.8,93.2
Energy,2017,902.7,7.2,755,-4.5,72,72.4,50.5,93.2
Energy,2018,766.4,13.8,1600.5,-15.1,74.1,75.1,50,97.3
Energy,2019,716,19.4,2657.4,-6.6,73.6,73.7,50.9,96
Energy,2020,821.6,19.8,1678.8,14.8,73.9,76.2,50.5,94.9
Energy,2021,843.2,21.5,3005.9,2.6,75.8,81,53,93.4
Energy,2022,781.1,15,954.5,-7.4,76.6,82.2,53.6,94.1
Energy,2023,671.1,17,2041.8,-14.1,77,82.1,52.7,96.2
Energy,2024,584.9,13.9,655.9,-12.9,78.1,84,53.2,97
Energy,2025,536.2,12.5,572.3,-8.3,79.8,83.5,56.9,99.1
Energy,2015,593.1,10.4,1017.8,,28.5,20.3,38.3,26.8
Energy,2016,613,17.7,1313,3.4,30.3,22.8,40.7,27.5
Energy,2017,556.4,20.2,1100.9,-9.2,30.9,22.3,42.9,27.6
Energy,2018,470.2,20.8,783.3,-15.5,31.3,19.8,42.1,31.9
Energy,2019,385.9,16.1,529,-17.9,31.3,20,42.1,31.8
Energy,2020,251.2,17.4,657.7,-34.9,32.2,23.5,42,30.9
Energy,2021,233.4,24.1,702.9,-7.1,31.3,22.6,42.2,29.3
